,freesound_id,id,path,start_sample,end_sample,loudness,centroid,attack_time
0,,None_f0,78064__spol__beat-90-loop-5.wav,0,13244,0.007794195559405733,894.9984130859375,-1.4924561977386475
1,,None_f1,78064__spol__beat-90-loop-5.wav,13244,41404,0.0013654370199550282,3218.354736328125,-0.4954967796802521
2,,None_f2,78064__spol__beat-90-loop-5.wav,41404,69564,0.0005206197500228881,5108.95703125,-2.0869314670562744
3,,None_f3,78064__spol__beat-90-loop-5.wav,69564,97212,0.00425768064128028,1379.817138671875,-1.4836699962615967
4,,None_f4,78064__spol__beat-90-loop-5.wav,97212,124860,0.003855666904537766,1228.5247802734375,-0.46710410714149475
5,,None_f5,78064__spol__beat-90-loop-5.wav,124860,153020,0.001365232061256062,3218.678466796875,-0.4955584406852722
6,,None_f6,78064__spol__beat-90-loop-5.wav,153020,181180,0.0006761047650467266,4734.44873046875,-2.0079505443573
7,,None_f7,78064__spol__beat-90-loop-5.wav,181180,208828,0.00389873457175714,1394.155029296875,-1.5538278818130493
8,,None_f8,78064__spol__beat-90-loop-5.wav,208828,236476,0.0038638250143439683,1193.192626953125,-0.46667131781578064
9,,None_f9,78064__spol__beat-90-loop-5.wav,236476,264636,0.0013753201473842968,3296.4453125,-0.49555838108062744
10,,None_f10,78064__spol__beat-90-loop-5.wav,264636,292796,0.0008984766900539398,3857.155029296875,-0.19816555082798004
11,,None_f11,78064__spol__beat-90-loop-5.wav,292796,320444,0.004119076938540848,1343.61083984375,-1.6232492923736572
12,,None_f12,78064__spol__beat-90-loop-5.wav,320444,348092,0.0038254349320023147,1099.152587890625,-0.47133973240852356
13,,None_f13,78064__spol__beat-90-loop-5.wav,348092,375740,0.0013951220446162755,3234.17724609375,-0.49552759528160095
14,,None_f14,78064__spol__beat-90-loop-5.wav,375740,403388,0.006055565895857634,1256.40625,-1.4204238653182983
15,,None_f15,78064__spol__beat-90-loop-5.wav,403388,431548,0.003953832929784602,1664.9241943359375,-0.7289332747459412
